yr_released,race,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony,max_sentence
2010,Black,1,D Felony,Drug,Drug Possession,Parole,3JD,1,1,0,True,5.0
2010,White,0,D Felony,Public Order,Traffic,Parole,5JD,0,1,0,True,5.0
2010,White,0,D Felony,Property,Burglary,Parole,5JD,1,1,0,True,5.0
2010,White,2,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True,10.0
2010,White,2,C Felony,Drug,Other Drug,Parole,8JD,0,1,0,True,10.0
2010,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,White,3,Aggravated Misdemeanor,Drug,Drug Possession,Parole,3JD,0,1,0,False,2.0
2010,White,1,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,Unknown,1,0,0,True,10.0
2010,Black,2,D Felony,Drug,Other Drug,Parole,1JD,0,1,0,True,5.0
2010,White,2,B Felony,Drug,Trafficking,Parole,5JD,1,1,0,True,50.0
2010,Black,1,D Felony,Public Order,Sex Offender Registry/Residency,Parole,1JD,0,1,0,True,5.0
2010,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,Unknown,1,0,0,False,2.0
2010,White,0,D Felony,Drug,Trafficking,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,White,1,C Felony,Property,Theft,Parole,5JD,0,1,0,True,10.0
2010,White,1,C Felony,Property,Theft,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True,10.0
2010,White,0,Aggravated Misdemeanor,Property,Theft,Parole,7JD,1,1,0,False,2.0
2010,Black,1,D Felony,Drug,Trafficking,Parole,5JD,0,1,0,True,5.0
2010,White,3,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,Unknown,0,0,1,False,2.0
2010,White,0,C Felony,Property,Theft,Parole,5JD,1,1,0,True,10.0
2010,White,0,Aggravated Misdemeanor,Property,Theft,Parole,4JD,1,1,0,False,2.0
2010,White,0,D Felony,Violent,Assault,Parole,4JD,1,1,0,True,5.0
2010,Black,3,D Felony,Public Order,Sex Offender Registry/Residency,Parole,6JD,0,1,0,True,5.0
2010,White,1,Felony - Enhanced,Violent,Sex,Parole,8JD,0,1,0,True,10.0
2010,White,1,B Felony,Violent,Other Violent,Parole,2JD,1,1,0,True,50.0
2010,Black,3,D Felony,Violent,Assault,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,3,C Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,10.0
2010,White,2,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,Unknown,0,0,0,False,1.0
2010,White,4,D Felony,Violent,Assault,Parole,2JD,0,1,0,True,5.0
2010,Black,1,D Felony,Public Order,Flight/Escape,Parole,7JD,1,1,0,True,5.0
2010,White,3,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,0,1,0,True,5.0
2010,White,3,D Felony,Public Order,Sex Offender Registry/Residency,Parole,2JD,0,1,0,True,5.0
2010,White,1,B Felony,Violent,Murder/Manslaughter,Parole,6JD,0,1,0,True,50.0
2010,White,2,C Felony,Property,Vandalism,Parole,5JD,0,1,0,True,10.0
2010,White,1,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,Unknown,0,0,0,False,2.0
2010,White,1,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,Unknown,0,0,0,False,2.0
2010,White,1,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,Unknown,0,0,0,False,2.0
2010,White,1,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,Unknown,0,0,0,False,2.0
2010,White,1,C Felony,Property,Burglary,Parole,8JD,0,1,0,True,10.0
2010,White,1,D Felony,Violent,Assault,Parole,1JD,0,1,0,True,5.0
2010,White,1,D Felony,Violent,Assault,Parole,1JD,0,1,0,True,5.0
2010,Hispanic,0,C Felony,Violent,Other Violent,Parole,3JD,0,1,0,True,10.0
2010,Hispanic,1,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,Unknown,0,0,1,False,2.0
2010,White,2,Aggravated Misdemeanor,Property,Theft,Parole,5JD,0,1,1,False,2.0
2010,Hispanic,0,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,3,D Felony,Violent,Murder/Manslaughter,Parole,7JD,0,1,0,True,5.0
2010,White,2,D Felony,Property,Burglary,Parole,5JD,1,1,0,True,5.0
2010,Black,2,D Felony,Property,Forgery/Fraud,Parole,7JD,0,1,0,True,5.0
2010,Black,2,D Felony,Property,Forgery/Fraud,Parole,7JD,0,1,0,True,5.0
2010,Black,0,D Felony,Drug,Trafficking,Parole,2JD,0,1,0,True,5.0
2010,White,3,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True,10.0
2010,White,0,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,7JD,0,1,0,False,2.0
2010,White,3,B Felony,Drug,Trafficking,Parole,5JD,0,1,1,True,50.0
2010,Black,3,B Felony,Other,Other Criminal,Parole,5JD,0,1,0,True,50.0
2010,Black,2,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True,10.0
2010,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,Unknown,1,0,0,False,2.0
2010,White,2,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,1,1,0,False,2.0
2010,White,2,D Felony,Public Order,OWI,Parole,1JD,0,1,0,True,5.0
2010,White,3,D Felony,Violent,Other Violent,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,3,D Felony,Drug,Other Drug,Parole,5JD,0,1,0,True,5.0
2010,White,2,D Felony,Property,Burglary,Parole,3JD,0,1,0,True,5.0
2010,White,2,D Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,1,D Felony,Violent,Sex,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Parole,2JD,1,1,1,True,5.0
2010,White,0,D Felony,Property,Burglary,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,White,0,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,Unknown,1,0,0,False,2.0
2010,Black,0,Serious Misdemeanor,Drug,Trafficking,Discharged – End of Sentence,Unknown,0,0,0,False,1.0
2010,Hispanic,1,D Felony,Public Order,OWI,Parole,7JD,1,1,0,True,5.0
2010,White,3,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,1,True,5.0
2010,White,3,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,1,True,5.0
2010,White,1,C Felony,Property,Burglary,Discharged – End of Sentence,Unknown,1,0,0,True,10.0
2010,White,3,D Felony,Property,Burglary,Parole,6JD,0,1,0,True,5.0
2010,White,3,D Felony,Property,Burglary,Parole,6JD,0,1,0,True,5.0
2010,Hispanic,0,D Felony,Property,Forgery/Fraud,Parole,5JD,0,1,0,True,5.0
2010,White,1,D Felony,Drug,Trafficking,Parole,5JD,1,1,0,True,5.0
2010,White,2,D Felony,Public Order,Traffic,Parole,3JD,0,1,0,True,5.0
2010,White,0,D Felony,Violent,Sex,Special Sentence,3JD,1,1,0,True,5.0
2010,Hispanic,1,C Felony,Violent,Other Violent,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,Hispanic,1,C Felony,Violent,Other Violent,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,1,1,0,False,2.0
2010,Black,3,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,1,True,5.0
2010,White,1,D Felony,Public Order,OWI,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,White,3,B Felony,Drug,Trafficking,Parole,5JD,1,1,0,True,50.0
2010,White,0,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,Black,1,D Felony,Drug,Other Drug,Parole,3JD,0,1,0,True,5.0
2010,Black,2,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,Black,2,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,Black,2,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,B Felony,Drug,Trafficking,Parole,1JD,1,1,0,True,50.0
2010,Black,3,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,Black,3,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,Black,3,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,3,D Felony,Drug,Drug Possession,Parole,8JD,0,1,0,True,5.0
2010,White,2,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,True,10.0
2010,White,2,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,True,10.0
2010,White,2,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,True,10.0
2010,White,2,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,True,10.0
2010,White,2,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,True,10.0
2010,White,2,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,True,10.0
2010,White,2,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,True,10.0
2010,Black,3,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True,10.0
2010,Black,0,D Felony,Property,Vandalism,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,White,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,Unknown,1,0,0,True,10.0
2010,White,4,Felony - Enhanced,Drug,Trafficking,Parole,1JD,1,1,0,True,10.0
2010,White,3,Felony - Enhanced,Violent,Sex,Parole,6JD,0,1,0,True,10.0
2010,Black,0,D Felony,Property,Burglary,Parole,2JD,1,1,0,True,5.0
2010,Black,2,D Felony,Property,Forgery/Fraud,Parole,7JD,1,1,0,True,5.0
2010,Black,1,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Parole,3JD,0,1,0,False,2.0
2010,Hispanic,0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,False,2.0
2010,Hispanic,0,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,False,2.0
2010,White,1,D Felony,Property,Vandalism,Parole,5JD,0,1,0,True,5.0
2010,White,1,D Felony,Property,Vandalism,Parole,5JD,0,1,0,True,5.0
2010,White,1,Aggravated Misdemeanor,Violent,Sex,Discharged – End of Sentence,Unknown,1,0,0,False,2.0
2010,Hispanic,2,Felony - Enhanced,Drug,Trafficking,Parole,7JD,1,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Parole,5JD,0,1,0,True,10.0
2010,White,2,D Felony,Property,Theft,Parole,5JD,1,1,0,True,5.0
2010,Black,1,C Felony,Property,Theft,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Property,Theft,Parole,5JD,0,1,0,True,10.0
2010,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,Unknown,1,0,0,True,10.0
2010,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,Unknown,1,0,1,False,2.0
2010,White,2,Aggravated Misdemeanor,Violent,Assault,Parole,2JD,1,1,0,False,2.0
2010,Hispanic,3,Aggravated Misdemeanor,Public Order,Alcohol,Parole,1JD,0,1,0,False,2.0
2010,White,2,D Felony,Property,Forgery/Fraud,Parole,3JD,1,1,0,True,5.0
2010,White,1,C Felony,Property,Burglary,Parole,1JD,0,1,0,True,10.0
2010,Hispanic,0,C Felony,Violent,Assault,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,Hispanic,0,C Felony,Violent,Assault,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,1,C Felony,Drug,Trafficking,Parole,8JD,1,1,0,True,10.0
2010,Hispanic,1,Felony - Enhanced,Drug,Trafficking,Parole,7JD,0,1,0,True,10.0
2010,Hispanic,1,Felony - Enhanced,Drug,Trafficking,Parole,7JD,0,1,0,True,10.0
2010,White,3,D Felony,Violent,Assault,Parole,8JD,0,1,0,True,5.0
2010,White,3,D Felony,Violent,Assault,Parole,8JD,0,1,0,True,5.0
2010,White,3,B Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,Unknown,1,0,0,True,50.0
2010,White,0,D Felony,Drug,Other Drug,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,Black,1,D Felony,Drug,Other Drug,Parole,7JD,0,1,0,True,5.0
2010,Black,1,D Felony,Drug,Other Drug,Parole,7JD,0,1,0,True,5.0
2010,White,4,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,False,2.0
2010,White,4,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,False,2.0
2010,Black,2,Felony - Enhanced,Property,Theft,Discharged – End of Sentence,Unknown,1,0,0,True,10.0
2010,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,Unknown,0,0,1,False,2.0
2010,White,0,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,1,1,0,False,2.0
2010,Black,2,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,Unknown,1,0,0,False,1.0
2010,White,3,C Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,3,C Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,3,C Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,2,D Felony,Public Order,OWI,Parole,6JD,0,1,1,True,5.0
2010,Black,1,D Felony,Other,Other Violent,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,American Native,2,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,Unknown,0,0,1,True,5.0
2010,Black,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,White,0,D Felony,Public Order,Traffic,Parole,7JD,0,1,0,True,5.0
2010,White,0,C Felony,Property,Theft,Parole,7JD,0,1,0,True,10.0
2010,Black,3,Aggravated Misdemeanor,Property,Theft,Parole,1JD,0,1,1,False,2.0
2010,Hispanic,2,D Felony,Public Order,OWI,Discharged – End of Sentence,Unknown,0,0,1,True,5.0
2010,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,Unknown,1,0,0,False,2.0
2010,Black,3,D Felony,Property,Forgery/Fraud,Parole,5JD,1,1,1,True,5.0
2010,White,1,C Felony,Property,Burglary,Parole,5JD,1,1,1,True,10.0
2010,White,0,D Felony,Drug,Trafficking,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Drug,Trafficking,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Drug,Trafficking,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Drug,Trafficking,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Drug,Trafficking,Parole,4JD,1,1,0,True,5.0
2010,White,2,D Felony,Violent,Sex,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,White,3,Felony - Enhanced,Property,Theft,Parole,5JD,1,1,0,True,10.0
2010,White,0,C Felony,Violent,Sex,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,0,C Felony,Violent,Sex,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,0,C Felony,Violent,Sex,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,0,C Felony,Violent,Sex,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,0,C Felony,Violent,Sex,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,0,D Felony,Violent,Murder/Manslaughter,Parole,6JD,0,1,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,1,0,0,True,5.0
2010,Black,1,C Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,Black,1,C Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,Black,1,C Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,Black,1,C Felony,Property,Burglary,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,Black,3,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,1,1,0,False,2.0
2010,Black,2,D Felony,Drug,Other Drug,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,Black,2,D Felony,Drug,Other Drug,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,Black,2,D Felony,Drug,Other Drug,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,Black,2,D Felony,Drug,Other Drug,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,C Felony,Property,Theft,Parole,7JD,1,1,0,True,10.0
2010,White,1,D Felony,Property,Forgery/Fraud,Parole,3JD,0,1,0,True,5.0
2010,White,1,D Felony,Property,Forgery/Fraud,Parole,3JD,0,1,0,True,5.0
2010,White,1,C Felony,Property,Arson,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,1,C Felony,Property,Arson,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,1,C Felony,Property,Arson,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,0,D Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,5.0
2010,White,0,D Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,5.0
2010,White,0,D Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,5.0
2010,White,0,D Felony,Drug,Trafficking,Parole,8JD,0,1,0,True,5.0
2010,Black,0,D Felony,Drug,Trafficking,Parole,5JD,1,1,0,True,5.0
2010,White,1,D Felony,Property,Burglary,Parole,5JD,1,1,0,True,5.0
2010,White,2,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0,True,10.0
2010,White,2,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0,True,10.0
2010,White,2,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0,True,10.0
2010,White,2,Felony - Enhanced,Drug,Trafficking,Parole,1JD,0,1,0,True,10.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,2,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,1,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,1,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,Black,0,D Felony,Violent,Sex,Special Sentence,7JD,1,1,0,True,5.0
2010,Hispanic,1,D Felony,Property,Burglary,Parole,1JD,1,1,0,True,5.0
2010,Hispanic,2,D Felony,Property,Theft,Parole,2JD,0,1,0,True,5.0
2010,White,1,B Felony,Drug,Trafficking,Discharged – End of Sentence,Unknown,1,0,0,True,50.0
2010,White,2,Felony - Enhanced,Public Order,Traffic,Parole,2JD,0,1,0,True,10.0
2010,Hispanic,3,D Felony,Property,Theft,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,4,D Felony,Violent,Sex,Parole,8JD,0,1,0,True,5.0
2010,White,3,D Felony,Property,Burglary,Parole,1JD,1,1,0,True,5.0
2010,Black,0,D Felony,Public Order,Traffic,Discharged – End of Sentence,Unknown,0,0,0,True,5.0
2010,White,0,D Felony,Violent,Assault,Parole,1JD,1,1,0,True,5.0
2010,White,0,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,Unknown,0,0,0,False,1.0
2010,White,0,Serious Misdemeanor,Violent,Assault,Discharged – End of Sentence,Unknown,0,0,0,False,1.0
2010,White,2,D Felony,Property,Burglary,Parole,1JD,1,1,1,True,5.0
2010,White,3,C Felony,Drug,Other Drug,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,3,C Felony,Drug,Other Drug,Discharged – End of Sentence,Unknown,0,0,0,True,10.0
2010,White,1,C Felony,Property,Burglary,Parole,8JD,1,1,0,True,10.0
2010,White,1,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,Unknown,1,0,0,False,2.0
2010,White,0,D Felony,Property,Burglary,Parole,6JD,0,1,0,True,5.0
